Generating concrete workflow
2022.05.09 14:37:42.939 GMT: [WARNING]  --dax option is deprecated. The abstract workflow is passed via the last positional argument on the commandline. 
2022.05.09 14:37:43.470 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000107 -> plot_ID1_ID0000108 
2022.05.09 14:37:43.470 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000105 -> plot_ID1_ID0000106 
2022.05.09 14:37:43.470 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000011 -> plot_ID1_ID0000012 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000131 -> plot_ID1_ID0000132 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000009 -> plot_ID1_ID0000010 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000129 -> plot_ID1_ID0000130 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000015 -> plot_ID1_ID0000016 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000135 -> plot_ID1_ID0000136 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000013 -> plot_ID1_ID0000014 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000133 -> plot_ID1_ID0000134 
2022.05.09 14:37:43.471 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000017 -> plot_ID1_ID0000018 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000137 -> plot_ID1_ID0000138 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000121 -> plot_ID1_ID0000122 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000119 -> plot_ID1_ID0000120 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000125 -> plot_ID1_ID0000126 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000003 -> plot_ID1_ID0000004 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000123 -> plot_ID1_ID0000124 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000001 -> plot_ID1_ID0000002 
2022.05.09 14:37:43.472 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000007 -> plot_ID1_ID0000008 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000127 -> plot_ID1_ID0000128 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000005 -> plot_ID1_ID0000006 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000029 -> plot_ID1_ID0000030 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000149 -> plot_ID1_ID0000150 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000033 -> plot_ID1_ID0000034 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000153 -> plot_ID1_ID0000154 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000031 -> plot_ID1_ID0000032 
2022.05.09 14:37:43.473 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000151 -> plot_ID1_ID0000152 
2022.05.09 14:37:43.474 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000037 -> plot_ID1_ID0000038 
2022.05.09 14:37:43.474 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000157 -> plot_ID1_ID0000158 
2022.05.09 14:37:43.474 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000035 -> plot_ID1_ID0000036 
2022.05.09 14:37:43.474 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000155 -> plot_ID1_ID0000156 
2022.05.09 14:37:43.474 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000139 -> plot_ID1_ID0000140 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000143 -> plot_ID1_ID0000144 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000021 -> plot_ID1_ID0000022 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000141 -> plot_ID1_ID0000142 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000019 -> plot_ID1_ID0000020 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000147 -> plot_ID1_ID0000148 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000025 -> plot_ID1_ID0000026 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000145 -> plot_ID1_ID0000146 
2022.05.09 14:37:43.475 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000023 -> plot_ID1_ID0000024 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000027 -> plot_ID1_ID0000028 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000051 -> plot_ID1_ID0000052 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000171 -> plot_ID1_ID0000172 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000049 -> plot_ID1_ID0000050 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000169 -> plot_ID1_ID0000170 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000055 -> plot_ID1_ID0000056 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000175 -> plot_ID1_ID0000176 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000053 -> plot_ID1_ID0000054 
2022.05.09 14:37:43.476 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000173 -> plot_ID1_ID0000174 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000057 -> plot_ID1_ID0000058 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000177 -> plot_ID1_ID0000178 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000161 -> plot_ID1_ID0000162 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000039 -> plot_ID1_ID0000040 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000159 -> plot_ID1_ID0000160 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000165 -> plot_ID1_ID0000166 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000043 -> plot_ID1_ID0000044 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000163 -> plot_ID1_ID0000164 
2022.05.09 14:37:43.477 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000041 -> plot_ID1_ID0000042 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000047 -> plot_ID1_ID0000048 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000167 -> plot_ID1_ID0000168 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000045 -> plot_ID1_ID0000046 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000073 -> plot_ID1_ID0000074 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000195 -> plot_ID1_ID0000196 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000071 -> plot_ID1_ID0000072 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000197 -> plot_ID1_ID0000198 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000077 -> plot_ID1_ID0000078 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000191 -> plot_ID1_ID0000192 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000075 -> plot_ID1_ID0000076 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000193 -> plot_ID1_ID0000194 
2022.05.09 14:37:43.478 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000189 -> plot_ID1_ID0000190 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000069 -> plot_ID1_ID0000070 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000061 -> plot_ID1_ID0000062 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000185 -> plot_ID1_ID0000186 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000059 -> plot_ID1_ID0000060 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000187 -> plot_ID1_ID0000188 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000065 -> plot_ID1_ID0000066 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000181 -> plot_ID1_ID0000182 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000063 -> plot_ID1_ID0000064 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000183 -> plot_ID1_ID0000184 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000179 -> plot_ID1_ID0000180 
2022.05.09 14:37:43.479 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000067 -> plot_ID1_ID0000068 
2022.05.09 14:37:43.480 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000095 -> plot_ID1_ID0000096 
2022.05.09 14:37:43.480 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000093 -> plot_ID1_ID0000094 
2022.05.09 14:37:43.480 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000097 -> plot_ID1_ID0000098 
2022.05.09 14:37:43.480 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000091 -> plot_ID1_ID0000092 
2022.05.09 14:37:43.480 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000089 -> plot_ID1_ID0000090 
2022.05.09 14:37:43.480 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000083 -> plot_ID1_ID0000084 
2022.05.09 14:37:43.481 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000081 -> plot_ID1_ID0000082 
2022.05.09 14:37:43.481 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000087 -> plot_ID1_ID0000088 
2022.05.09 14:37:43.481 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000085 -> plot_ID1_ID0000086 
2022.05.09 14:37:43.481 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000079 -> plot_ID1_ID0000080 
2022.05.09 14:37:43.481 GMT: [DEBUG]  Adding Data Dependency edge inference_ID0_ID0000199 -> plot_ID1_ID0000200 
2022.05.09 14:37:43.483 GMT: [INFO] event.pegasus.add.data-dependencies dax.id gw.dax-0  (0.012 seconds) - FINISHED 
2022.05.09 14:37:43.521 GMT: [DEBUG]  Parsed DAX with following metrics {"compute_tasks":200,"dax_tasks":0,"dag_tasks":0,"total_tasks":200,"deleted_tasks":0,"dax_input_files":101,"dax_inter_files":100,"dax_output_files":100,"dax_total_files":301,"compute_jobs":200,"clustered_jobs":0,"si_tx_jobs":0,"so_tx_jobs":0,"inter_tx_jobs":0,"reg_jobs":0,"cleanup_jobs":0,"create_dir_jobs":0,"dax_jobs":0,"dag_jobs":0,"chmod_jobs":0,"total_jobs":200,"mDAXLabel":"gw.dax"} 
2022.05.09 14:37:43.524 GMT: [CONFIG]  Loading site catalog file /work/shashwat.singh/3gsky/prod/ET/300/sites.yml 
2022.05.09 14:37:43.524 GMT: [DEBUG]  All sites will be loaded from the site catalog 
2022.05.09 14:37:43.524 GMT: [DEBUG] event.pegasus.parse.site-catalog site-catalog.id /work/shashwat.singh/3gsky/prod/ET/300/sites.yml  - STARTED 
2022.05.09 14:37:43.607 GMT: [DEBUG] event.pegasus.parse.site-catalog site-catalog.id /work/shashwat.singh/3gsky/prod/ET/300/sites.yml  (0.083 seconds) - FINISHED 
2022.05.09 14:37:43.607 GMT: [DEBUG]  Sites loaded are [osg, condorpool_shared, condorpool_symlink, condorpool_copy, local] 
2022.05.09 14:37:43.608 GMT: [CONFIG]  Set environment profile for local site PATH=/software/tools/pegasus/5.0/bin/:/software/tools/pegasus/5.0/bin/:/work/shashwat.singh/cbc-hm/bin:/usr/local/bin:/usr/bin:/bin:/usr/local/games:/usr/games 
2022.05.09 14:37:43.609 GMT: [CONFIG]  Constructed default site catalog entry for condorpool site <site  handle="condorpool" arch="x86_64" os="linux" osrelease="" osversion="" glibc="">
	<profile namespace="pegasus" key="style" >condor</profile>
</site>
 
2022.05.09 14:37:43.667 GMT: [DEBUG]  Mount Under Scratch Directories [/tmp, /var/tmp] 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Style  detected for site osg is class edu.isi.pegasus.planner.code.generator.condor.style.Condor 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Style  detected for site condorpool_shared is class edu.isi.pegasus.planner.code.generator.condor.style.Condor 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Style  detected for site condorpool is class edu.isi.pegasus.planner.code.generator.condor.style.Condor 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Style  detected for site condorpool_symlink is class edu.isi.pegasus.planner.code.generator.condor.style.Condor 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Style  detected for site condorpool_copy is class edu.isi.pegasus.planner.code.generator.condor.style.Condor 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Style  detected for site local is class edu.isi.pegasus.planner.code.generator.condor.style.Condor 
2022.05.09 14:37:43.668 GMT: [DEBUG]  Execution sites are [condorpool_symlink, local] 
2022.05.09 14:37:43.672 GMT: [CONFIG]  Transformation Catalog Type used YAML TC 
2022.05.09 14:37:43.673 GMT: [DEBUG]  Ignoring error encountered while loading Transformation Catalog 
 [1]:  Unable to instantiate Transformation Catalog  at edu.isi.pegasus.planner.catalog.transformation.TransformationFactory.loadInstance(TransformationFactory.java:164)
 [2]: edu.isi.pegasus.planner.catalog.transformation.impl.YAML caught java.lang.RuntimeException The File to be used as TC should be defined with the property pegasus.catalog.transformation.file at edu.isi.pegasus.planner.catalog.transformation.impl.YAML.connect(YAML.java:167) 
2022.05.09 14:37:43.673 GMT: [DEBUG]  Created a temporary transformation catalog backend /tmp/tc.9878865893626783863.txt 
2022.05.09 14:37:43.675 GMT: [CONFIG]  Transformation Catalog Type used Multiline Textual TC 
2022.05.09 14:37:43.675 GMT: [CONFIG]  Transformation Catalog File used /tmp/tc.9878865893626783863.txt 
2022.05.09 14:37:43.678 GMT: [CONFIG]  Data Configuration used for the workflow condorio 
2022.05.09 14:37:43.679 GMT: [DEBUG]  Directory to be created is /local/user/shashwat.singh/pycbc-tmp.AFg8D9221H/shashwat.singh/pegasus/gw.dax/run0001 
2022.05.09 14:37:43.681 GMT: [CONFIG]  Metrics file will be written out to /local/user/shashwat.singh/pycbc-tmp.AFg8D9221H/work/gw.dax-0.metrics 
2022.05.09 14:37:43.681 GMT: [CONFIG]  The base submit directory for the workflow        /local/user/shashwat.singh/pycbc-tmp.AFg8D9221H 
2022.05.09 14:37:43.681 GMT: [CONFIG]  The relative submit directory for the workflow    work 
2022.05.09 14:37:43.681 GMT: [CONFIG]  The relative execution directory for the workflow work 
2022.05.09 14:37:43.683 GMT: [INFO] event.pegasus.stampede.events dax.id gw.dax-0  - STARTED 
2022.05.09 14:37:43.707 GMT: [DEBUG]  Written out stampede events for the abstract workflow to /local/user/shashwat.singh/pycbc-tmp.AFg8D9221H/work/gw.dax-0.static.bp 
2022.05.09 14:37:43.708 GMT: [INFO] event.pegasus.stampede.events dax.id gw.dax-0  (0.025 seconds) - FINISHED 
2022.05.09 14:37:43.710 GMT: [INFO] event.pegasus.refinement dax.id gw.dax-0  - STARTED 
2022.05.09 14:37:43.717 GMT: [CONFIG]  Proxy used for Replica Catalog is /tmp/x509up_u5659 
2022.05.09 14:37:43.720 GMT: [DEBUG]  [Replica Factory] Connect properties detected {proxy=/tmp/x509up_u5659, read.only=true, dax.asrc=true, cache.asrc=true} 
2022.05.09 14:37:43.720 GMT: [DEBUG]  [Replica Factory] Connect properties detected for implementor edu.isi.pegasus.planner.catalog.replica.impl.YAML -> {proxy=/tmp/x509up_u5659, read.only=true, dax.asrc=true, cache.asrc=true} 
2022.05.09 14:37:43.721 GMT: [DEBUG]  Problem while connecting with the Replica Catalog: Unable to connect to replica catalog implementation edu.isi.pegasus.planner.catalog.replica.impl.YAML with props {proxy=/tmp/x509up_u5659, read.only=true, dax.asrc=true, cache.asrc=true} 
2022.05.09 14:37:43.721 GMT: [DEBUG]  Setting property dagman.registration.maxjobs to 1 to set max jobs for registrations jobs category 
2022.05.09 14:37:43.724 GMT: [DEBUG]  Copied /tmp/tc.9878865893626783863.txt to directory /local/user/shashwat.singh/pycbc-tmp.AFg8D9221H/work/catalogs 
2022.05.09 14:37:43.725 GMT: [DEBUG]  Copied /work/shashwat.singh/3gsky/prod/ET/300/sites.yml to directory /local/user/shashwat.singh/pycbc-tmp.AFg8D9221H/work/catalogs 
2022.05.09 14:37:43.726 GMT: [DEBUG]  Set Default output replica catalog properties to {pegasus.catalog.replica.output.db.driver=sqlite, pegasus.catalog.replica.output.db.url=jdbc:sqlite:/local/user/shashwat.singh/pycbc-tmp.AFg8D9221H/work/gw.dax-0.replicas.db, pegasus.catalog.replica.output=JDBCRC} 
2022.05.09 14:37:43.726 GMT: [INFO] event.pegasus.check.cyclic-dependencies dax.id gw.dax-0  - STARTED 
2022.05.09 14:37:43.726 GMT: [INFO] event.pegasus.check.cyclic-dependencies dax.id gw.dax-0  (0.0 seconds) - FINISHED 
2022.05.09 14:37:43.727 GMT: [DEBUG]  0 entries found in cache of total 301 
2022.05.09 14:37:43.728 GMT: [DEBUG]  0 entries found in previous submit dirs of total 301 
2022.05.09 14:37:43.728 GMT: [DEBUG]  0 entries found in input directories of total 301 
2022.05.09 14:37:43.728 GMT: [DEBUG]  101 entries found in abstract workflow replica store of total 301 
2022.05.09 14:37:43.728 GMT: [DEBUG]  0 entries found in inherited replica store of total 301 
2022.05.09 14:37:43.728 GMT: [DEBUG]  0 entries found in input replica catalog of total 301 
2022.05.09 14:37:43.728 GMT: [DEBUG]  101 entries found in all replica sources of total 301 
2022.05.09 14:37:43.728 GMT: [CONFIG]  Data Reuse Scope for the workflow: full 
2022.05.09 14:37:43.728 GMT: [DEBUG]  Reducing the workflow 
2022.05.09 14:37:43.728 GMT: [INFO] event.pegasus.reduce dax.id gw.dax-0  - STARTED 
2022.05.09 14:37:43.728 GMT: [DEBUG]  Jobs whose o/p files already exist 
2022.05.09 14:37:43.729 GMT: [DEBUG]  Jobs whose o/p files already exist - DONE 
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000109  will not be deleted as not as child plot_ID1_ID0000110 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000113  will not be deleted as not as child plot_ID1_ID0000114 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000111  will not be deleted as not as child plot_ID1_ID0000112 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000117  will not be deleted as not as child plot_ID1_ID0000118 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000115  will not be deleted as not as child plot_ID1_ID0000116 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000099  will not be deleted as not as child plot_ID1_ID0000100 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000103  will not be deleted as not as child plot_ID1_ID0000104 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000101  will not be deleted as not as child plot_ID1_ID0000102 is not marked for deletion  
2022.05.09 14:37:43.730 GMT: [DEBUG]  inference_ID0_ID0000107  will not be deleted as not as child plot_ID1_ID0000108 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000105  will not be deleted as not as child plot_ID1_ID0000106 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000011  will not be deleted as not as child plot_ID1_ID0000012 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000131  will not be deleted as not as child plot_ID1_ID0000132 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000009  will not be deleted as not as child plot_ID1_ID0000010 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000129  will not be deleted as not as child plot_ID1_ID0000130 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000015  will not be deleted as not as child plot_ID1_ID0000016 is not marked for deletion  
2022.05.09 14:37:43.731 GMT: [DEBUG]  inference_ID0_ID0000135  will not be deleted as not as child plot_ID1_ID0000136 is not marked for deletion  
